Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
9.705468869209289551e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.703000000000000114e+01,3.495000000000000284e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.804549241065979004e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.654999999999999716e+01,3.504999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
9.903571462631225586e+01,1.000000000000000000e+02,1.000000000000000000e+02,4.693999999999999773e+01,3.534000000000000341e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.000259280204772949e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.739000000000000057e+01,3.592000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.010160663127899170e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.754999999999999716e+01,3.617000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.020062890052795410e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.752000000000000313e+01,3.592000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.029965195655822754e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.764999999999999858e+01,3.578999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.039874730110168457e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.745000000000000284e+01,3.632999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.049781775474548340e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.857999999999999829e+01,3.653000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.059683916568756104e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.852000000000000313e+01,3.714000000000000057e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.069587564468383789e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.893999999999999773e+01,3.729999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.079489698410034180e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.893999999999999773e+01,3.703999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.089392321109771729e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.900000000000000000e+01,3.692000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.099294636249542236e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.889999999999999858e+01,3.697999999999999687e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.109196863174438477e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.984000000000000341e+01,3.724000000000000199e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.119098997116088867e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.903000000000000114e+01,3.807999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
